City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
696,Jutai,BR,-5.1833,-68.9,74.73,82,28,1.81,scattered clouds
697,Parrita,CR,9.5201,-84.3225,77.97,86,99,1.12,overcast clouds
698,Lompoc,US,34.6391,-120.4579,64.54,87,15,1.01,few clouds
699,Naron,ES,43.5167,-8.1528,60.04,92,100,11.5,overcast clouds
700,Quatre Cocos,MU,-20.2078,57.7625,68.11,73,84,16.6,light rain
701,Puertollano,ES,38.6871,-4.1073,56.08,73,10,5.88,clear sky
702,Logumkloster,DK,55.0594,8.9551,49.86,88,100,6.33,light rain
703,Bestobe,KZ,52.4994,73.0975,32.13,63,9,12.77,clear sky
704,Luena,AO,-11.7833,19.9167,56.23,92,9,3.6,clear sky
705,Marabba,SD,12.35,32.1833,78.13,64,88,6.67,overcast clouds
706,Belmopan,BZ,17.25,-88.7667,73.78,99,100,4.68,overcast clouds
707,Makakilo City,US,21.3469,-158.0858,83.95,54,0,12.66,clear sky
708,Hof,DE,50.3167,11.9167,42.46,93,100,3.0,overcast clouds
709,Lata,PT,40.1629,-8.3327,58.91,76,96,5.08,overcast clouds
710,Zile,TR,40.3031,35.8864,61.59,62,0,1.32,clear sky
711,Cairns,AU,-16.9167,145.7667,86.11,51,75,11.5,broken clouds
712,Camacha,PT,33.0833,-16.3333,65.62,77,40,9.22,scattered clouds
